timestamp,Rad_avg,Tamb_avg,Tmod_avg,Rad_max,Tamb_max,Tmod_max,Rad_min,Tamb_min,Tmod_min,Rad_std,Tamb_std,Tmod_std,Pa1
2019-06-09 00:10:00+00:00,0.0,17.362500000000004,15.668749999999996,0.0,17.5,15.8,0.0,17.1,15.5,0.0,0.12041594578792232,0.08732124598286485,0.0
2019-06-09 00:20:00+00:00,0.0,17.2375,15.71875,0.0,17.5,15.9,0.0,17.1,15.5,0.0,0.08850612031567862,0.10468205831628197,0.0
2019-06-09 00:30:00+00:00,0.0,17.170588235294115,15.729411764705882,0.0,17.3,15.8,0.0,16.9,15.7,0.0,0.09195587176978576,0.04696682183138685,0.0
2019-06-09 00:40:00+00:00,0.0,17.436363636363637,15.572727272727274,0.0,17.7,15.8,0.0,17.1,15.4,0.0,0.18586407545691666,0.12720777563426727,0.0
2019-06-09 00:50:00+00:00,0.0,17.1625,15.475,0.0,17.3,15.7,0.0,16.9,15.3,0.0,0.14078859531733665,0.11649647450214282,0.0
2019-06-09 01:00:00+00:00,0.0,16.89375,15.443749999999998,0.0,17.2,15.7,0.0,16.7,15.2,0.0,0.18427786989579908,0.18962682651284768,0.0
2019-06-09 01:10:00+00:00,0.0,16.6,15.091666666666669,0.0,16.7,15.3,0.0,16.4,14.9,0.0,0.1279204298133677,0.13789543689024578,0.0
2019-06-09 01:20:00+00:00,0.0,16.5,15.049999999999999,0.0,16.7,15.2,0.0,16.3,14.9,0.0,0.12403473458920931,0.10190493307301333,0.0
2019-06-09 01:30:00+00:00,0.0,16.52,14.973333333333334,0.0,16.6,15.2,0.0,16.4,14.9,0.0,0.10141851056742354,0.07988086367179789,0.0
2019-06-09 01:40:00+00:00,0.0,16.083333333333336,14.866666666666672,0.0,16.4,14.9,0.0,15.9,14.8,0.0,0.1749458790771016,0.04923659639173283,0.0
2019-06-09 01:50:00+00:00,0.0,15.80666666666667,14.633333333333331,0.0,15.9,14.8,0.0,15.7,14.4,0.0,0.07037315505490002,0.1345185418269098,0.0
2019-06-09 02:00:00+00:00,0.0,15.699999999999998,14.458333333333334,0.0,15.8,14.5,0.0,15.5,14.4,0.0,0.07385489458759963,0.051492865054443754,0.0
2019-06-09 02:10:00+00:00,0.0,15.51875,14.368750000000002,0.0,15.7,14.5,0.0,15.3,14.2,0.0,0.12230426539304823,0.08732124598286509,0.0
2019-06-09 02:20:00+00:00,0.0,15.466666666666667,14.266666666666666,0.0,15.5,14.4,0.0,15.4,14.2,0.0,0.04923659639173312,0.06513389472789387,0.0
2019-06-09 02:30:00+00:00,0.0,15.66666666666667,14.133333333333333,0.0,15.9,14.3,0.0,15.4,13.9,0.0,0.15569978883230481,0.14354811251305463,0.0
2019-06-09 02:40:00+00:00,0.0,15.784615384615389,14.292307692307695,0.0,15.9,14.4,0.0,15.7,14.2,0.0,0.0554700196225235,0.07595545253127571,0.0
2019-06-09 02:50:00+00:00,0.0,15.780000000000001,14.293333333333335,0.0,15.9,14.4,0.0,15.7,14.2,0.0,0.077459666924149,0.07037315505490031,0.0
2019-06-09 03:00:00+00:00,0.0,15.891666666666671,14.274999999999999,0.0,16.1,14.3,0.0,15.8,14.2,0.0,0.07929614610987604,0.04522670168666521,0.0
2019-06-09 03:10:00+00:00,0.0,15.808333333333337,14.199999999999998,0.0,15.9,14.3,0.0,15.7,14.0,0.0,0.06685579234215247,0.07385489458759978,0.0
2019-06-09 03:20:00+00:00,0.0,15.668749999999998,14.0625,0.0,15.8,14.2,0.0,15.5,13.9,0.0,0.10781929326423885,0.11474609652038956,0.0
2019-06-09 03:30:00+00:00,0.0,15.513333333333337,13.920000000000003,0.0,15.7,14.2,0.0,15.3,13.8,0.0,0.13020130933435692,0.10823255385643298,0.0
2019-06-09 03:40:00+00:00,0.0,15.384615384615387,13.792307692307693,0.0,15.5,13.9,0.0,15.3,13.6,0.0,0.0554700196225228,0.06405126152203547,0.0
2019-06-09 03:50:00+00:00,0.0,15.483333333333334,13.833333333333336,0.0,15.7,14.0,0.0,15.4,13.6,0.0,0.08348471099367184,0.12309149097933347,0.0
2019-06-09 04:00:00+00:00,0.0,15.31875,13.931250000000002,0.0,15.5,14.0,0.0,15.2,13.9,0.0,0.09810708435174363,0.04787135538781657,0.0
2019-06-09 04:10:00+00:00,0.0,15.360000000000005,13.766666666666667,0.0,15.5,13.9,0.0,15.2,13.6,0.0,0.0736788397613006,0.11126972805283777,1.96
2019-06-09 04:20:00+00:00,0.0,15.53529411764706,13.852941176470592,0.0,15.7,14.0,0.0,15.4,13.8,0.0,0.09963167462326053,0.06242642728467938,18.632352941176467
2019-06-09 04:30:00+00:00,0.0,15.408333333333337,13.75,0.0,15.5,13.9,0.0,15.3,13.6,0.0,0.05149286505444361,0.11677484162422913,49.37083333333333
2019-06-09 04:40:00+00:00,0.0,15.4,13.71764705882353,0.0,15.5,13.8,0.0,15.3,13.6,0.0,0.07071067811865465,0.10145993123917926,133.63529411764705
2019-06-09 04:50:00+00:00,0.0,15.028571428571427,13.421428571428574,0.0,15.3,13.6,0.0,14.8,13.3,0.0,0.1637473261253048,0.0892582375303971,232.9964285714286
2019-06-09 05:00:00+00:00,0.09999999999999999,14.858333333333329,13.199999999999998,1.2,15.2,13.4,0.0,14.7,13.0,0.34641016151377546,0.1505042031024888,0.147709789175201,264.8666666666667
2019-06-09 05:10:00+00:00,2.56,14.709999999999999,12.970000000000002,6.1,14.8,13.1,0.0,14.5,12.9,2.269214254611788,0.08755950357709189,0.06749485577105513,310.172
2019-06-09 05:20:00+00:00,4.477777777777778,14.511111111111111,12.744444444444444,6.1,14.7,12.9,1.2,14.4,12.6,1.7354954463911583,0.07817359599705694,0.11303883305208844,307.01444444444445
2019-06-09 05:30:00+00:00,11.915384615384616,14.5,12.915384615384616,18.3,14.7,13.1,6.1,14.4,12.6,4.41358625040268,0.07071067811865514,0.12142318453898995,455.6838461538461
2019-06-09 05:40:00+00:00,18.39375,14.631249999999996,13.11875,25.6,14.8,13.3,12.2,14.5,13.0,4.119784581746964,0.10781929326423872,0.11672617529928737,751.9625000000001
2019-06-09 05:50:00+00:00,33.3421052631579,14.800000000000002,13.368421052631579,42.7,15.0,13.6,20.8,14.7,13.1,6.7899693821494,0.08819171036882048,0.14926721593968953,1283.814736842105
2019-06-09 06:00:00+00:00,53.52307692307692,14.984615384615383,14.023076923076927,68.4,15.2,14.3,39.1,14.8,13.8,9.365553360244649,0.11435437497937231,0.1877669040497028,1871.143846153846
2019-06-09 06:10:00+00:00,65.11666666666666,15.133333333333331,14.633333333333335,72.0,15.2,14.9,57.4,15.0,14.4,4.62539105635863,0.09847319278346586,0.20597146021777496,2330.3824999999997
2019-06-09 06:20:00+00:00,68.6625,15.149999999999999,15.156249999999996,78.1,15.3,15.3,59.8,14.9,15.0,5.625759208023986,0.1264911064067351,0.09639329160614163,2498.1056250000006
2019-06-09 06:30:00+00:00,91.75,15.291666666666666,15.491666666666667,111.1,15.5,15.9,69.6,15.0,15.2,14.869034327022783,0.13789543689024547,0.2539088359425423,3193.5775
2019-06-09 06:40:00+00:00,106.3,15.341666666666669,16.21666666666667,114.7,15.7,16.6,98.9,15.2,15.9,5.565968020030301,0.15050420310248855,0.20375267241229333,3510.990833333333
2019-06-09 06:50:00+00:00,108.23333333333335,15.783333333333333,16.8,117.2,16.2,16.9,95.2,15.7,16.6,6.208840227425479,0.14668044012461795,0.10444659357341847,3761.500833333334
2019-06-09 07:00:00+00:00,115.85833333333333,16.04166666666667,17.21666666666667,123.3,16.4,17.5,107.4,15.8,16.9,4.634349681422078,0.227469611690054,0.1403458930534479,3997.0400000000004
2019-06-09 07:10:00+00:00,151.59999999999997,16.31875,18.075,197.8,16.7,18.6,100.1,16.1,17.3,30.63381573794989,0.16418993066973797,0.3714835124201338,5255.783749999999
2019-06-09 07:20:00+00:00,128.7875,16.10625,18.093749999999996,174.6,16.7,18.3,96.4,15.9,17.8,28.24334434871338,0.22351360883251192,0.11814539065631462,4460.376875
2019-06-09 07:30:00+00:00,163.10625000000002,16.29375,18.65625,207.5,16.8,19.1,148.9,15.9,18.2,13.821889342633298,0.2815877601506614,0.23935677693908286,5593.7681250000005
